user_id,movie_id,rating,timestamp,item_rating_count,user_rating_count,engagement_proxy,high_proxy,misaligned
4415,1270,3,965160520,2583,138,356454,0,0
3389,849,1,967515975,511,572,292292,0,0
5795,1888,1,958148642,387,1277,494199,1,1
2445,1371,3,974217718,792,244,193248,0,0
5213,3552,4,961563826,967,35,33845,0,0
2986,2333,3,970810985,578,720,416160,0,0
4387,3809,2,965790001,817,743,607031,1,1
3180,508,4,968803958,561,490,274890,0,0
5433,1479,4,960239931,563,725,408175,0,0
3592,900,4,966642798,343,357,122451,0,0
3144,3263,3,968978148,667,35,23345,0,0
5227,1882,2,961475848,499,157,78343,0,0
5102,2770,3,982890855,935,144,134640,0,0
1317,428,4,975215809,263,799,210137,0,0
738,356,1,975476258,2194,33,72402,0,0
2919,2826,4,975447930,750,156,117000,0,0
3359,1580,4,967789568,2538,86,218268,0,0
5643,3566,4,958888729,304,1047,318288,0,0
3976,2598,2,965650869,533,299,159367,0,0
4592,1377,3,964300297,1031,224,230944,0,0
579,2371,4,975977815,599,69,41331,0,0
3650,2527,4,970772169,636,785,499260,1,0
215,2628,5,976908635,2250,34,76500,0,0
4139,141,3,965350726,682,351,239382,0,0
1613,1885,4,974732503,608,795,483360,1,0
5039,733,2,962512644,1340,360,482400,1,1
536,1233,3,976138107,1001,210,210210,0,0
4700,595,5,963546609,1060,162,171720,0,0
3391,924,5,967586889,1716,1216,2086656,1,0
678,3449,4,988638158,34,999,33966,0,0
5891,2676,4,957467736,266,78,20748,0,0
3503,70,4,967750695,914,490,447860,1,0
1015,3361,5,975017987,1095,1286,1408170,1,0
5560,2926,3,959375793,445,82,36490,0,0
4007,2427,1,965548302,803,544,436832,1,1
4416,1196,5,965323896,2990,165,493350,1,0
10,1304,3,979168618,1419,401,569019,1,0
5463,1032,3,959901400,525,280,147000,0,0
5763,1269,2,960676872,672,677,454944,1,1
4373,920,5,965183616,1156,303,350268,0,0
4408,2988,4,965155564,108,543,58644,0,0
4815,3148,5,972240834,711,222,157842,0,0
5501,3476,1,959796333,667,561,374187,0,0
5283,2137,3,961166260,497,291,144627,0,0
5406,1185,3,960306621,453,122,55266,0,0
18,3635,5,978153146,487,305,148535,0,0
3841,371,4,965999324,212,1216,257792,0,0
1051,1092,4,975110031,751,862,647362,1,0
5089,3114,3,963080080,1585,33,52305,0,0
1254,1242,3,974822684,1112,110,122320,0,0
799,343,4,975403002,42,40,1680,0,0
3346,3682,3,967775546,210,229,48090,0,0
3957,296,5,965672883,2171,351,762021,1,0
1172,2694,3,974863802,791,443,350413,0,0
4064,111,5,965477016,1240,1009,1251160,1,0
2996,2160,2,972416403,712,477,339624,0,0
1062,266,4,974950202,705,194,136770,0,0
667,1645,3,977090233,826,171,141246,0,0
424,2240,4,1017240129,238,1226,291788,0,0
1926,2290,4,974695706,121,585,70785,0,0
1951,356,4,974691996,2194,128,280832,0,0
854,141,3,975352308,682,506,345092,0,0
4169,3198,3,971578654,325,2314,752050,1,0
1919,2004,4,974691492,372,55,20460,0,0
4506,3420,3,964982658,199,536,106664,0,0
412,3060,5,976553909,558,476,265608,0,0
2771,95,2,973123527,638,287,183106,0,0
170,1221,5,977172901,1692,87,147204,0,0
1184,1291,5,974853543,1628,278,452584,1,0
4066,3505,3,965471271,355,95,33725,0,0
2348,1304,3,974412694,1419,206,292314,0,0
1390,1954,5,991715969,1129,309,348861,0,0
216,3461,3,976870343,353,794,280282,0,0
3650,905,4,970773807,374,785,293590,0,0
2380,2431,4,974390859,474,406,192444,0,0
5646,1210,5,958873790,2883,104,299832,0,0
752,44,4,991956091,311,1024,318464,0,0
1496,2740,2,974757608,17,597,10149,0,0
765,2802,4,975453396,306,402,123012,0,0
3420,1193,5,989597312,1725,220,379500,0,0
4048,95,5,965498839,638,729,465102,1,0
5380,3355,4,960392933,298,20,5960,0,0
2823,714,2,972624077,153,47,7191,0,0
1692,2944,4,974711149,707,207,146349,0,0
4269,3763,3,965301887,701,227,159127,0,0
1733,3895,2,974707007,94,839,78866,0,0
5605,539,3,959297776,986,736,725696,1,0
3284,2803,3,968117616,346,41,14186,0,0
3806,1971,3,965966377,242,167,40414,0,0
1243,1387,4,979690103,1697,368,624496,1,0
5605,2446,1,959306110,63,736,46368,0,0
696,3925,2,975561230,124,401,49724,0,0
3768,1646,3,966067027,88,710,62480,0,0
5488,497,5,959817999,667,253,168751,0,0
1999,260,4,974678786,2991,87,260217,0,0
897,2757,3,975220134,135,203,27405,0,0
3884,1913,4,965815893,167,651,108717,0,0
3751,3889,2,989665994,135,407,54945,0,0
4139,1047,3,965350141,434,351,152334,0,0
5523,1909,3,959650309,996,376,374496,0,0
4505,1721,5,964982703,1546,279,431334,1,0
5837,1603,3,958145188,348,534,185832,0,0
2994,466,3,970708610,573,377,216021,0,0
4302,2642,4,965586659,511,246,125706,0,0
536,3751,4,976138257,1329,210,279090,0,0
5748,441,3,958347034,643,54,34722,0,0
5599,3578,4,959214753,1924,231,444444,1,0
4734,919,5,963325872,1718,171,293778,0,0
5185,853,4,963403828,3,281,843,0,0
1959,1221,5,976246145,1692,61,103212,0,0
998,1696,4,975192089,28,135,3780,0,0
4918,3671,4,962679132,1119,301,336819,0,0
5591,899,5,962221905,751,46,34546,0,0
2599,110,5,973794142,2443,229,559447,1,0
4252,832,4,965308331,564,105,59220,0,0
5684,2968,5,958608294,1010,489,493890,1,0
839,2529,5,975359398,1162,774,899388,1,0
3349,653,4,967752485,612,143,87516,0,0
3491,541,4,967048928,1800,727,1308600,1,0
4600,2580,3,1045455688,723,260,187980,0,0
1401,3435,4,974763267,551,56,30856,0,0
4387,691,3,965336247,121,743,89903,0,0
3367,971,4,970080990,271,355,96205,0,0
4327,592,4,965245053,1431,162,231822,0,0
277,380,3,976587244,1400,22,30800,0,0
3471,19,2,972122997,389,824,320536,0,0
3087,1517,4,969788054,1205,297,357885,0,0
3371,2599,4,967665561,1522,483,735126,1,0
4858,3499,4,963746270,884,113,99892,0,0
5333,2003,1,960833438,776,839,651064,1,1
4535,1304,5,964722002,1419,368,522192,1,0
984,2520,3,975120936,179,694,124226,0,0
4310,1193,5,966026073,1725,297,512325,1,0
1709,671,1,974707075,456,210,95760,0,0
5010,2944,3,962585161,707,52,36764,0,0
710,2469,3,978382201,506,885,447810,1,0
5419,2324,4,960173994,1152,89,102528,0,0
4193,110,5,965327109,2443,261,637623,1,0
1242,3910,5,974831755,200,616,123200,0,0
410,3911,4,976288313,657,96,63072,0,0
1284,2468,4,974843364,374,507,189618,0,0
2367,736,4,974342004,1110,53,58830,0,0
4305,1608,4,1041428925,1076,686,738136,1,0
5726,480,4,958495214,2672,148,395456,0,0
3402,1207,4,967728733,928,330,306240,0,0
2747,2355,4,973211484,1703,139,236717,0,0
3931,1965,2,966303485,751,233,174983,0,0
533,3423,1,976220109,74,591,43734,0,0
715,1196,5,975533555,2990,98,293020,0,0
635,1131,5,975768900,216,177,38232,0,0
2105,2040,2,977288979,128,517,66176,0,0
3963,899,5,965681614,751,457,343207,0,0
370,3354,1,976650908,793,60,47580,0,0
3129,1350,4,969365432,409,503,205727,0,0
5761,710,2,982013150,51,223,11373,0,0
1598,2407,4,974734533,1006,184,185104,0,0
5153,2011,4,961968872,1158,460,532680,1,0
225,2427,3,976832399,803,508,407924,0,0
3292,3108,4,968096952,945,939,887355,1,0
3031,1614,2,970429559,428,500,214000,0,0
545,2683,4,976071088,1434,29,41586,0,0
2203,2011,4,974608873,1158,539,624162,1,0
3065,207,2,971148160,219,282,61758,0,0
5614,3811,4,964396320,360,837,301320,0,0
1628,1370,2,974718798,1135,451,511885,1,1
3879,736,4,965829700,1110,46,51060,0,0
5655,1923,3,958844497,1371,117,160407,0,0
1124,802,3,974911216,427,389,166103,0,0
5605,1201,2,959194241,822,736,604992,1,1
2496,1269,5,974091584,672,511,343392,0,0
3626,912,3,1018416749,1669,855,1426995,1,0
1988,2313,4,975119405,457,629,287453,0,0
931,938,4,975188981,187,157,29359,0,0
2840,3552,3,972569293,967,350,338450,0,0
6040,2378,1,956716454,413,341,140833,0,0
16,2724,4,978174755,650,35,22750,0,0
5950,3168,4,957181582,485,435,210975,0,0
2880,1079,4,989098570,1326,273,361998,0,0
1722,3702,5,974707525,1066,206,219596,0,0
5074,2722,4,981036635,598,761,455078,1,0
3272,531,4,968203850,338,836,282568,0,0
950,2722,4,975138115,598,55,32890,0,0
3691,3879,3,982006490,144,302,43488,0,0
4851,2712,4,962833825,945,24,22680,0,0
5494,898,4,961112331,582,80,46560,0,0
149,3189,4,996939486,300,592,177600,0,0
1758,1285,5,974786042,803,430,345290,0,0
713,1088,3,975537835,687,242,166254,0,0
4573,3700,4,964452530,246,154,37884,0,0
768,1784,5,975447990,1424,48,68352,0,0
1976,3515,4,974686455,192,123,23616,0,0
4083,3769,1,965435133,190,766,145540,0,0
273,2094,3,976777248,736,187,137632,0,0
4471,2108,4,973202826,825,173,142725,0,0
1184,333,2,974856163,410,278,113980,0,0
5947,2407,3,957190976,1006,142,142852,0,0
4333,1270,5,965242717,2583,170,439110,1,0
4021,2143,4,965522973,355,765,271575,0,0
3916,1960,5,965740754,636,530,337080,0,0
1794,377,4,974706781,1650,453,747450,1,0
3529,1610,3,966898565,1652,227,375004,0,0
2411,1278,4,974590302,1193,326,388918,0,0
3967,2788,4,967550890,451,446,201146,0,0
3626,1350,4,966617548,409,855,349695,0,0
1010,2112,3,975224336,346,1004,347384,0,0
4213,547,4,965840744,124,395,48980,0,0
4078,2639,2,965604379,163,266,43358,0,0
3589,3040,3,966658305,315,688,216720,0,0
2946,3513,4,972106114,420,461,193620,0,0
5627,1580,3,959045722,2538,815,2068470,1,0
3979,1033,5,965628068,287,97,27839,0,0
4543,1088,2,964671121,687,1050,721350,1,1
2726,1250,4,973266634,938,84,78792,0,0
1820,1584,4,974697574,1382,317,438094,1,0
1571,1197,4,974737690,2318,153,354654,0,0
5831,1161,4,957888669,94,1220,114680,0,0
3526,275,1,966905534,80,962,76960,0,0
1769,2881,3,974701035,786,73,57378,0,0
3741,1265,4,966159991,2278,134,305252,0,0
2689,1265,5,973348396,2278,101,230078,0,0
1333,1590,3,974851140,498,557,277386,0,0
2037,2273,5,974668057,627,20,12540,0,0
3482,1136,4,967071549,1599,71,113529,0,0
5605,1784,2,959304943,1424,736,1048064,1,1
5380,3142,3,960392672,130,20,2600,0,0
1004,2110,4,975050860,367,481,176527,0,0
1794,3499,3,974705339,884,453,400452,0,0
1389,252,3,974958759,367,411,150837,0,0
2854,2115,1,972534088,1127,414,466578,1,1
3252,2987,3,968290357,1799,35,62965,0,0
3847,2306,3,965883373,90,429,38610,0,0
4260,273,3,965322978,244,324,79056,0,0
38,1380,4,978046582,817,100,81700,0,0
273,2890,5,976775307,1021,187,190927,0,0
1244,562,5,974830769,478,543,259554,0,0
2145,2089,4,974630637,239,219,52341,0,0
6007,494,4,956792004,416,326,135616,0,0
777,170,3,975440910,321,502,161142,0,0
647,355,2,975714999,267,231,61677,0,0
2951,2683,5,971216337,1434,65,93210,0,0
3300,1527,3,968120540,1377,362,498474,1,0
549,412,2,976068796,295,1152,339840,0,0
1285,3142,4,975458144,130,1144,148720,0,0
2963,32,2,971126577,1511,39,58929,0,0
3648,3263,3,994802562,667,627,418209,1,0
16,2722,2,978174490,598,35,20930,0,0
4725,1760,3,963379210,190,1006,191140,0,0
5912,2028,2,957361275,2653,125,331625,0,0
4789,2872,4,963006839,742,270,200340,0,0
2089,593,4,974654631,2578,95,244910,0,0
1594,125,5,975212597,318,147,46746,0,0
5501,2325,2,959799474,119,561,66759,0,0
1477,3911,5,974752772,657,33,21681,0,0
4404,553,5,965157036,553,372,205716,0,0
5339,1200,5,960712788,1820,108,196560,0,0
780,1033,3,975436104,287,512,146944,0,0
1110,1093,4,974920171,680,49,33320,0,0
5056,1917,4,962486182,1110,194,215340,0,0
3825,3682,4,965939830,210,491,103110,0,0
5312,3261,3,962986366,429,720,308880,0,0
2913,1896,4,971771459,47,330,15510,0,0
3313,2987,4,967953120,1799,473,850927,1,0
402,11,4,976295895,1033,284,293372,0,0
4353,733,4,965192613,1340,132,176880,0,0
1611,1717,2,980749896,455,556,252980,0,0
3592,3504,5,966645275,688,357,245616,0,0
4009,3186,3,965546474,431,309,133179,0,0
4904,1162,5,962685265,96,404,38784,0,0
5034,2763,4,962561213,1089,141,153549,0,0
4409,2827,3,965152271,328,109,35752,0,0
3283,1591,5,968122853,475,246,116850,0,0
5408,3713,4,960245396,85,102,8670,0,0
3621,260,4,966574829,2991,379,1133589,1,0
2489,2846,4,974142838,166,397,65902,0,0
26,2463,3,978141688,475,400,190000,0,0
3639,1197,3,966486863,2318,86,199348,0,0
2629,832,4,973625046,564,272,153408,0,0
2380,3752,2,980546570,560,406,227360,0,0
1893,3317,5,974692169,496,28,13888,0,0
887,2171,3,975257480,196,96,18816,0,0
524,371,4,976170443,212,1016,215392,0,0
5902,50,4,957394877,1783,87,155121,0,0
4088,370,2,965429399,412,403,166036,0,0
2303,920,4,974583336,1156,308,356048,0,0
3054,1923,3,970615708,1371,526,721146,1,0
3874,2985,4,965839633,1229,115,141335,0,0
1749,345,3,974842808,469,562,263578,0,0
549,1777,2,976070786,909,1152,1047168,1,1
5657,1569,4,1041646599,820,198,162360,0,0
2029,1517,5,974671796,1205,227,273535,0,0
4732,1343,4,963637409,687,685,470595,1,0
1984,442,3,974683352,640,283,181120,0,0
5179,924,3,961807293,1716,39,66924,0,0
3087,1172,4,969787309,615,297,182655,0,0
5359,2411,3,975945240,375,510,191250,0,0
1716,3418,4,974712594,1417,195,276315,0,0
2177,2520,2,974609349,179,203,36337,0,0
1015,3424,4,975015994,781,1286,1004366,1,0
5808,1097,4,957982850,2269,67,152023,0,0
5558,2081,2,959391006,1035,247,255645,0,0
3389,380,4,967515633,1400,572,800800,1,0
2374,2470,4,974337253,912,159,145008,0,0
591,838,3,975909224,501,242,121242,0,0
1419,3534,4,974761622,505,51,25755,0,0
5402,2115,4,960259468,1127,92,103684,0,0
2607,1221,3,973728242,1692,62,104904,0,0
4658,3709,1,963879977,113,556,62828,0,0
2921,1301,5,971669691,373,127,47371,0,0
1168,440,4,974860567,948,233,220884,0,0
5649,50,5,958865441,1783,200,356600,0,0
5854,2793,4,958273894,265,410,108650,0,0
1017,901,1,975008219,174,521,90654,0,0
3424,1396,5,967359126,1091,71,77461,0,0
3675,1084,4,966365297,686,849,582414,1,0
5557,3896,4,993394094,179,190,34010,0,0
3672,2527,4,966376391,636,203,129108,0,0
5957,527,5,957075324,2304,239,550656,1,0
5718,2763,4,958587953,1089,193,210177,0,0
1611,3219,3,987656330,447,556,248532,0,0
2323,2968,4,974625692,1010,269,271690,0,0
1150,1610,3,974871415,1652,1302,2150904,1,0
3626,517,3,966624519,382,855,326610,0,0
5548,2171,3,959481197,196,168,32928,0,0
515,111,5,976202982,1240,162,200880,0,0
3360,802,4,967694042,427,58,24766,0,0
3859,9,3,966020084,102,309,31518,0,0
4522,3180,3,964824847,70,189,13230,0,0
3430,3784,2,973918507,165,406,66990,0,0
712,3704,2,975538944,722,282,203604,0,0
331,509,4,976385648,608,584,355072,0,0
2764,1729,5,973135804,724,354,256296,0,0
4957,1674,3,962906227,1046,744,778224,1,0
5102,2918,5,962347653,1473,144,212112,0,0
2143,1101,2,974629813,1010,112,113120,0,0
474,3624,4,976298706,791,318,251538,0,0
3053,2336,3,970602199,938,184,172592,0,0
2098,2338,1,974654669,295,373,110035,0,0
510,442,4,976207547,640,99,63360,0,0
3966,3114,4,965668238,1585,53,84005,0,0
927,11,4,975194486,1033,191,197303,0,0
5905,1982,1,957376420,506,152,76912,0,0
3371,2174,1,967607142,1495,483,722085,1,1
4611,2248,4,964155010,914,370,338180,0,0
4305,3830,3,1013480532,25,686,17150,0,0
3842,1916,5,965912276,354,669,236826,0,0
198,1917,3,977003642,1110,379,420690,1,0
2830,2633,3,972591010,162,85,13770,0,0
3189,1242,4,969790934,1112,525,583800,1,0
3430,908,4,967344092,1315,406,533890,1,0
5654,799,3,995647255,338,298,100724,0,0
3550,1220,5,966987946,1341,357,478737,1,0
2635,2792,3,973588665,558,59,32922,0,0
2321,1222,4,997928386,1254,111,139194,0,0
1737,1135,3,974707427,407,775,315425,0,0
1272,2761,5,974823780,674,284,191416,0,0
2994,1374,2,970708264,1448,377,545896,1,1
5043,2724,4,962504839,650,25,16250,0,0
5753,423,4,958272180,221,83,18343,0,0
1202,2402,3,981423186,401,520,208520,0,0
5042,1285,5,962505858,803,368,295504,0,0
1912,3788,3,1019065883,246,947,232962,0,0
3105,1320,4,969552084,925,120,111000,0,0
1806,150,5,974737081,1251,214,267714,0,0
5848,1848,4,957783606,177,409,72393,0,0
1882,1259,4,974701888,1785,223,398055,0,0
1407,3910,4,983839427,200,182,36400,0,0
5569,527,4,959307117,2304,242,557568,1,0
1586,3871,5,974737796,305,415,126575,0,0
4964,272,4,962620270,383,403,154349,0,0
4568,3081,4,964477847,1066,305,325130,0,0
326,2111,3,976401841,312,379,118248,0,0
3107,3156,3,969510450,383,72,27576,0,0
639,260,4,975727548,2991,400,1196400,1,0
1842,733,4,993445927,1340,465,623100,1,0
796,3889,1,975416759,135,460,62100,0,0
3054,936,5,970590616,132,526,69432,0,0
1181,3768,1,974857532,81,1521,123201,0,0
2627,3272,3,973630316,171,485,82935,0,0
4033,2379,2,965524874,225,662,148950,0,0
2180,3699,1,974608481,865,409,353785,0,0
3727,3671,5,966220255,1119,460,514740,1,0
6002,2023,2,956800635,774,335,259290,0,0
453,2391,3,976236727,745,394,293530,0,0
1880,3066,3,975384085,194,955,185270,0,0
1125,593,5,1020276782,2578,580,1495240,1,0
1021,3683,5,975007500,628,131,82268,0,0
240,34,3,976757568,1751,143,250393,0,0
5561,2490,4,959375448,773,219,169287,0,0
2544,1914,3,1017441211,372,729,271188,0,0
3272,196,4,971255923,550,836,459800,1,0
1601,104,5,974732170,682,205,139810,0,0
3183,1220,4,968728871,1341,111,148851,0,0
5850,3340,1,957764862,71,58,4118,0,0
3905,1275,5,965765960,741,81,60021,0,0
4001,524,4,965583226,476,434,206584,0,0
3769,2108,5,966057546,825,410,338250,0,0
4227,3442,1,965325829,39,1222,47658,0,0
539,3070,5,976128089,611,132,80652,0,0
2251,253,4,974601660,738,413,304794,0,0
4771,1210,5,963150717,2883,513,1478979,1,0
2238,265,4,974596723,772,88,67936,0,0
2507,39,5,974076679,1362,859,1169958,1,0
424,1101,4,1016719911,1010,1226,1238260,1,0
1274,3307,4,974810025,271,591,160161,0,0
5287,2088,2,961088856,471,212,99852,0,0
4956,1517,4,962637796,1205,253,304865,0,0
4312,2787,4,965698093,162,883,143046,0,0
2674,593,5,973413119,2578,119,306782,0,0
2106,2724,2,982365644,650,900,585000,1,1
2874,1248,3,972413641,514,103,52942,0,0
4725,3727,3,963367215,148,1006,148888,0,0
195,357,3,980843015,1233,822,1013526,1,0
1041,3634,4,974970793,165,85,14025,0,0
6025,378,4,956731492,140,271,37940,0,0
5645,1036,5,958875729,1666,270,449820,1,0
3618,2289,4,966600470,978,1344,1314432,1,0
4089,3481,4,970753304,1373,702,963846,1,0
53,783,3,977979906,390,684,266760,0,0
1142,2918,3,975050961,1473,263,387399,0,0
5158,594,5,961940280,763,204,155652,0,0
2808,3793,5,991920855,1511,139,210029,0,0
4015,150,5,965533828,1251,104,130104,0,0
4888,2087,4,962738549,594,299,177606,0,0
4447,3507,3,965175110,389,982,381998,0,0
4182,1909,3,965329792,996,46,45816,0,0
3471,511,3,973298315,152,824,125248,0,0
3454,2249,5,982820930,239,362,86518,0,0
2353,912,5,974402037,1669,197,328793,0,0
1842,2761,5,993444990,674,465,313410,0,0
5881,70,4,957549277,914,280,255920,0,0
548,1347,4,976139943,451,118,53218,0,0
2946,3635,3,975829148,487,461,224507,0,0
3333,2716,4,967847063,2181,192,418752,1,0
340,3451,3,976342167,350,108,37800,0,0
529,923,4,977449071,1116,122,136152,0,0
1632,1263,3,974716535,700,768,537600,1,0
1120,1243,5,974912533,325,735,238875,0,0
2962,2628,2,971194075,2250,625,1406250,1,1
3054,2333,5,970615649,578,526,304028,0,0
3739,3155,3,966181474,333,22,7326,0,0
2124,1186,3,974648562,562,628,352936,0,0
4819,203,5,962924640,203,546,110838,0,0
4829,1136,5,962924910,1599,323,516477,1,0
5233,36,5,961451298,928,112,103936,0,0
5761,472,3,982013052,44,223,9812,0,0
725,1233,4,975539465,1001,81,81081,0,0
3514,1197,5,966972037,2318,76,176168,0,0
5641,150,4,958925273,1251,132,165132,0,0
1383,2639,4,975977718,163,822,133986,0,0
2926,3911,4,1006654293,657,342,224694,0,0
4110,1204,4,965366228,831,21,17451,0,0
4742,1210,5,963263482,2883,249,717867,1,0
1587,2080,4,974743633,864,554,478656,1,0
5246,3147,5,961374057,1222,130,158860,0,0
5795,562,5,958077421,478,1277,610406,1,0
4234,2797,5,965310681,1491,159,237069,0,0
4354,2532,5,966753663,358,635,227330,0,0
2507,1733,3,974082031,82,859,70438,0,0
3600,500,5,966619469,838,371,310898,0,0
1169,2054,2,974861445,1045,118,123310,0,0
1912,1411,2,975383041,382,947,361754,0,0
1378,916,4,974767393,425,58,24650,0,0
5570,953,4,959307638,729,302,220158,0,0
5679,2353,4,958618992,988,182,179816,0,0
3414,1687,3,967487426,337,297,100089,0,0
450,1198,5,976234625,2514,51,128214,0,0
2015,135,4,982626649,133,903,120099,0,0
1825,47,3,975394220,1137,151,171687,0,0
1218,105,2,976130649,387,235,90945,0,0
3057,3785,3,978453403,613,161,98693,0,0
3026,2186,5,970460179,482,357,172074,0,0
1099,3097,3,974924692,206,188,38728,0,0
1101,1231,1,974923175,750,518,388500,0,0
5694,910,4,958595693,832,25,20800,0,0
846,2247,4,975356044,365,253,92345,0,0
836,783,2,975360783,390,70,27300,0,0
5852,2987,1,957756377,1799,332,597268,1,1
1912,2390,2,996437602,330,947,312510,0,0
4217,2702,3,965318292,395,385,152075,0,0
4893,172,4,962732943,458,90,41220,0,0
4472,1461,2,965071299,216,493,106488,0,0
5872,2433,4,957565875,612,263,160956,0,0
237,1377,3,1005704021,1031,166,171146,0,0
853,2640,3,975347694,1222,110,134420,0,0
3412,110,5,969588017,2443,293,715799,1,0
3713,2473,3,966271939,193,408,78744,0,0
409,1370,4,976291189,1135,297,337095,0,0
310,2424,4,976481630,838,223,186874,0,0
4507,2116,5,964982876,438,232,101616,0,0
4088,2439,4,965430925,198,403,79794,0,0
1693,3499,4,974712527,884,310,274040,0,0
2504,923,5,1010088232,1116,301,335916,0,0
2251,2511,3,974596597,82,413,33866,0,0
329,2003,4,981750218,776,764,592864,1,0
479,1196,4,976218001,2990,93,278070,0,0
5167,1407,2,961898343,886,150,132900,0,0
4089,1215,3,965456218,945,702,663390,1,0
258,1876,3,976672498,895,145,129775,0,0
179,1527,3,977092824,1377,110,151470,0,0
5650,1968,3,958862478,1539,314,483246,1,0
1422,2463,3,975692602,475,728,345800,0,0
3626,1376,4,966607101,1126,855,962730,1,0
2050,3097,5,978363959,206,260,53560,0,0
1903,2858,3,974690686,3428,197,675316,1,0
1341,3264,5,974774274,512,87,44544,0,0
224,1207,3,976833570,928,204,189312,0,0
5523,1569,4,959646127,820,376,308320,0,0
4152,3105,4,965340653,680,158,107440,0,0
4472,1214,4,965064203,2024,493,997832,1,0
